Country Name,Country Code,Series Name,Series Code,2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Russian Federation,RUS,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.707,1.75,1.777,1.762,1.621,1.579,1.504,1.505,1.493,..
Russian Federation,RUS,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,69218890000,22031340000,6852970000,32538900000,28557440000,8784850000,31974770000,9478810000,40449990000,-40043500000
Russian Federation,RUS,Forest area (sq. km),AG.LND.FRST.K2,8150125.16,8149714.88,8149304.6,8151210.3,8153116,8153116,8153116,8153116,8153116,..
Russian Federation,RUS,GDP (current US$),NY.GDP.MKTP.CD,2.29247E+12,2.05924E+12,1.36348E+12,1.27679E+12,1.5742E+12,1.65733E+12,1.69312E+12,1.49308E+12,1.83689E+12,2.24042E+12
Russian Federation,RUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.755422149,0.736267222,-1.972719226,0.193690071,1.825790064,2.807245411,2.198075713,-2.653654501,5.614290376,-2.069711525
Russian Federation,RUS,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,15190,14630,11780,9730,9210,10250,11280,10750,11760,12750
Russian Federation,RUS,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,25170,24910,23420,23460,25230,28120,29120,29310,33080,35540
Russian Federation,RUS,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,2.17943E+12,2.13799E+12,1.72523E+12,1.42695E+12,1.35232E+12,1.50518E+12,1.65562E+12,1.575E+12,1.72376E+12,1.87059E+12
Russian Federation,RUS,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,3.61185E+12,3.63933E+12,3.42861E+12,3.44059E+12,3.7054E+12,4.12871E+12,4.27339E+12,4.29244E+12,4.84942E+12,5.21481E+12
Russian Federation,RUS,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,23.27168199,22.39086423,22.14872532,23.09542247,23.60675586,21.91808915,22.66151377,23.45582915,23.20529214,22.28543385
Russian Federation,RUS,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,10.60725207,12.0883256,15.95212486,15.74546637,12.2931504,11.31874355,12.87316629,9.134014294,9.688114183,..
Russian Federation,RUS,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,98,98,98,98,98,98,98,97,97,97
Russian Federation,RUS,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,20.44181257,20.69024421,20.65595987,20.66363686,20.78564336,20.78764357,20.79532298,20.44472269,20.66284785,15.58521122
Russian Federation,RUS,Income share held by lowest 20%,SI.DST.FRST.20,6.4,6.6,6.9,7,7.1,7.1,7.1,7.5,..,..
Russian Federation,RUS,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,28.19128918,27.93152706,29.79405999,29.17390507,30.67329689,32.55429805,32.15049584,29.71712458,31.77213467,32.7935316
Russian Federation,RUS,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,5.320138872,7.490071117,7.249735907,2.844222698,5.349815088,9.997976711,3.263132819,0.898246027,18.99051679,15.8047099
Russian Federation,RUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.57878049,70.74365854,71.18341463,71.65121951,72.45146341,72.66219512,73.08390244,71.33878049,69.36121951,..
Russian Federation,RUS,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,37.64956447,39.07671659,39.19655181,37.06203467,37.56366665,41.80039658,39.78448002,38.4185427,43.46270587,38.77308981
Russian Federation,RUS,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,3.854042583,4.112992978,4.871514747,5.425147705,4.248996052,3.71982244,3.860337504,4.171478901,3.720451365,4.056316332
Russian Federation,RUS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,151.2556334,152.7878864,156.7665611,157.718498,156.187408,157.431312,164.3876311,163.5893357,168.9847242,..
Russian Federation,RUS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,9.5,8.9,8.2,7.5,6.9,6.3,5.8,5.4,5.1,..
Russian Federation,RUS,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,136.9102402,131.4728682,100,81.51950715,92.23023057,108.0862067,109.3195555,89.1523526,115.2452309,..
Russian Federation,RUS,Net migration,SM.POP.NETM,291552,260843,384942,373316,350105,336527,333509,340711,320617,..
Russian Federation,RUS,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,..,..,..,..,..,..,..,..,..
Russian Federation,RUS,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,6750810000,7776540000,6903390000,6688670000,8235000000,9287270000,10432480000,9914970000,9646920000,3300490000
Russian Federation,RUS,Population density (people per sq. km of land area),EN.POP.DNST,8.762785258,8.78187755,8.798804045,8.813796348,8.823220738,8.822067892,8.817695994,8.797354989,8.800856452,..
Russian Federation,RUS,Population growth (annual %),SP.POP.GROW,0.212950705,0.217642262,0.192557947,0.170245239,0.106870569,-0.013066892,-0.049568665,-0.230950389,0.039793394,0.07383012
Russian Federation,RUS,"Population, total",SP.POP.TOTL,143506995,143819667,144096870,144342397,144496739,144477859,144406261,144073139,144130482,144236933
Russian Federation,RUS,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,0,0,0,0,0,0,0,0,..,..
Russian Federation,RUS,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,10.8,11.2,13.3,13.3,13.2,12.6,12.3,12.1,..,..
Russian Federation,RUS,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,..,..,..,..,..,..,..,..
Russian Federation,RUS,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,..,..,..,..,..,..
Russian Federation,RUS,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,95.40405273,95.59513092,98.2166214,96.73902893,..,100.8689194,101.663208,..,..,..
Russian Federation,RUS,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,26.5415006,27.15173471,24.47204767,24.26843082,24.48458569,27.51639632,27.48045175,27.67671731,26.46418197,..
Russian Federation,RUS,"School enrollment, primary (% gross)",SE.PRM.ENRR,97.1472702,97.46343994,99.5796814,99.71351624,102.147171,104.4234467,104.1328278,..,..,..
Russian Federation,RUS,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.991850019,0.988669991,0.988810003,0.991859972,0.983160019,0.977890015,0.979820013,..,..,..
Russian Federation,RUS,"School enrollment, secondary (% gross)",SE.SEC.ENRR,96.73623657,96.66642761,98.98977661,98.78279114,100.6763916,102.0482864,102.5874481,..,..,..
Russian Federation,RUS,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,82.22222222,84.44444444,81.11113333,81.11113333,83.33333333,83.33333333,82.22223333,82.22223333,..,..
Russian Federation,RUS,Surface area (sq. km),AG.SRF.TOTL.K2,17098250,17098250,17098250,17098250,17098250,17098250,17098250,17098250,17098250,..
Russian Federation,RUS,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,12.93349245,13.2553613,10.64209481,9.1831221,10.28840567,11.4687676,10.93839974,10.79911962,11.64756643,..
Russian Federation,RUS,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,..,..,..,7.611176526,7.616249085,7.616249085,7.616248504,7.616248504,8.574354662,8.574354662
Russian Federation,RUS,Time required to start a business (days),IC.REG.DURS,13.2,11.5,10.8,10.1,10.1,10.1,10.1,..,..,..
Russian Federation,RUS,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,8.027296223,14.73326669,24.1750459,25.06155846,17.74776509,19.59078168,17.96382079,25.83094868,15.89209676,15.00787949
Russian Federation,RUS,Urban population growth (annual %),SP.URB.GROW,0.310476221,0.335358551,0.327692644,0.324076821,0.279312254,0.176545374,0.157114979,-0.007301468,0.280293701,0.329727991
Saudi Arabia,SAU,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,13.334,12.97,12.657,12.375,12.179,11.984,12.034,12.032,11.937,..
Saudi Arabia,SAU,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2.169997582,2.288621603,2.772925058,2.947031181,2.867464589,2.481621678,2.559535142,2.960262017,2.67516618,2.404922605
Saudi Arabia,SAU,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,894.2395833,894.7083333,948.875,929.5833333,955.9583333,974.1666667,974.1666667,974.1666667,..,..
Saudi Arabia,SAU,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,98,..,98,98,99.7,99.4,98.7,..,..,..
Saudi Arabia,SAU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,15.98391907,16.82523613,17.25779307,16.7951031,16.0777919,15.06550049,14.70301665,14.26658537,..,..
Saudi Arabia,SAU,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,..,..,..,24.6,..,..,27.6,..,..,..
Saudi Arabia,SAU,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,..,..,..,..,..,..,..,..,..,..
Saudi Arabia,SAU,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,8385.611586,9047.685513,..,..,..,..,..,..,..,..
Saudi Arabia,SAU,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,6104.381107,6645.960208,..,..,..,..,..,..,..,..
Saudi Arabia,SAU,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,51.4209008,46.24819722,32.56392543,30.15917594,33.56575135,37.19851304,34.08919082,24.90196934,32.77465019,40.22127444
Saudi Arabia,SAU,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..
Saudi Arabia,SAU,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2.737,2.686,2.637,2.59,2.584,2.546,2.504,2.465,2.427,..
Saudi Arabia,SAU,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,8864693333,8011786667,8141026667,7452533333,1418843614,4247107441,4562573671,5399157040,19285643585,7886341958
Saudi Arabia,SAU,Forest area (sq. km),AG.LND.FRST.K2,9770,9770,9770,9770,9770,9770,9770,9770,9770,..
Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,7.53865E+11,7.66606E+11,6.69484E+11,6.66E+11,7.14995E+11,8.46584E+11,8.38565E+11,7.34271E+11,8.74156E+11,1.10857E+12
Saudi Arabia,SAU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.850342991,4.027651215,4.690145073,2.363074579,-0.069698016,2.762243738,0.832280327,-4.341387678,4.326104676,8.680736102
Saudi Arabia,SAU,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,24510,24910,23430,21590,20090,21880,23180,22430,24030,27680
Saudi Arabia,SAU,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,54850,55530,49420,46680,48260,49310,49480,48180,52500,59870
Saudi Arabia,SAU,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,7.71604E+11,8.00294E+11,7.67265E+11,7.21572E+11,6.86814E+11,7.66074E+11,8.30422E+11,8.07296E+11,8.63725E+11,1.00771E+12
Saudi Arabia,SAU,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1.72692E+12,1.78387E+12,1.61841E+12,1.55985E+12,1.65027E+12,1.72661E+12,1.77276E+12,1.73423E+12,1.88757E+12,2.17991E+12
Saudi Arabia,SAU,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,26.89003872,29.01799576,34.22350468,30.89756125,28.79613112,26.12305811,28.29556387,27.69150098,25.44812268,26.42740564
Saudi Arabia,SAU,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,0.712561216,0.590576497,0.787293724,1.30485785,0.734713772,0.543860565,0.648362907,0.608341616,0.305733654,..
Saudi Arabia,SAU,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,98,98,98,98,96,98,95,96,98,98
Saudi Arabia,SAU,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,30.49630911,33.31347134,36.93995843,29.74628468,28.24855925,24.7570761,26.1089986,24.81150179,24.36816914,23.29239622
Saudi Arabia,SAU,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
Saudi Arabia,SAU,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,59.42113334,56.65210951,44.74776079,42.53816873,45.06868476,49.2322322,46.1577757,39.61875892,44.30600624,53.23320442
Saudi Arabia,SAU,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,-1.19669297,-2.247004779,-16.58148311,-2.816982598,7.431457797,15.22150718,-1.764820994,-8.463178254,14.11415625,16.68691133
Saudi Arabia,SAU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.626,76.757,76.918,77.064,77.16,77.212,77.304,76.239,76.936,..
Saudi Arabia,SAU,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,72.16508652,67.34450759,56.49511931,48.61096974,49.84009007,50.96223246,49.46141871,42.47095716,49.07910523,54.21941576
Saudi Arabia,SAU,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,8.976127839,10.6779099,13.32567248,9.872738498,10.22384806,9.137180496,8.1335669,9.178471209,7.581468636,7.422732505
Saudi Arabia,SAU,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,168.6778476,164.1527601,161.21011,143.4406683,117.5995716,117.9691219,115.2711969,120.052537,126.3611144,132.3800002
Saudi Arabia,SAU,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,10.2,9.6,9.1,8.6,8.1,7.7,7.3,7,6.7,..
Saudi Arabia,SAU,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,155.6890183,150.0466709,100,89.00675024,111.9274833,125.0010893,127.6565465,113.1968627,139.8961599,..
Saudi Arabia,SAU,Net migration,SM.POP.NETM,77738,65520,60337,171429,282947,253245,241172,-1025295,-153883,..
Saudi Arabia,SAU,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,..,..,..,..,..,..,..,..,..
Saudi Arabia,SAU,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,268773333.3,273304000,295434400,307521866.7,290774666.7,334914666.7,334029333.3,302253072.1,294914319.7,287019259.8
Saudi Arabia,SAU,Population density (people per sq. km of land area),EN.POP.DNST,14.64513395,14.94427755,15.23468407,15.54469249,15.90607111,16.28985249,16.66629235,16.7452549,16.72352572,..
Saudi Arabia,SAU,Population growth (annual %),SP.POP.GROW,2.121787884,2.022032711,1.924622137,2.014458627,2.298160561,2.384150031,2.284589011,0.472667096,-0.129847471,1.267095358
Saudi Arabia,SAU,"Population, total",SP.POP.TOTL,31482498,32125564,32749848,33416270,34193122,35018133,35827362,35997107,35950396,36408820
Saudi Arabia,SAU,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..
Saudi Arabia,SAU,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..
Saudi Arabia,SAU,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,..,..,..,..,..,..,..,..,..,..
Saudi Arabia,SAU,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,5.8,4.6,6.2,3.3,4,3.5,..,..
Saudi Arabia,SAU,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,..,..,..,..,..,..,..,..,..,..
Saudi Arabia,SAU,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,40.77156867,36.18168298,24.40461215,20.79876133,25.79062196,28.53261965,29.48322546,28.39401453,..,..
Saudi Arabia,SAU,"School enrollment, primary (% gross)",SE.PRM.ENRR,..,..,..,..,..,..,..,..,..,..
Saudi Arabia,SAU,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,..,..,1.003550053,0.956160009,0.95757997,0.977729976,0.960340023,0.974160016,0.988870025,..
Saudi Arabia,SAU,"School enrollment, secondary (% gross)",SE.SEC.ENRR,..,..,..,..,..,..,..,..,..,..
Saudi Arabia,SAU,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,..,..,..,..,..,..,..,..,..,..
Saudi Arabia,SAU,Surface area (sq. km),AG.SRF.TOTL.K2,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,2149690,..
Saudi Arabia,SAU,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,2.707754354,2.734303513,3.258627178,3.282763409,3.259816209,8.292496739,6.997777713,8.23747121,..,..
Saudi Arabia,SAU,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,..,..,..,4.040946038,4.528372363,4.528372363,4.528371918,4.528371918,4.528371918,4.528371918
Saudi Arabia,SAU,Time required to start a business (days),IC.REG.DURS,24.8,24.8,23.3,19.3,17.8,17.8,10.4,..,..,..
Saudi Arabia,SAU,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,..,..,..,..,..,..,..,..,..,..
Saudi Arabia,SAU,Urban population growth (annual %),SP.URB.GROW,2.388036876,2.287572802,2.189460372,2.279792345,2.562794482,2.649278832,2.547828909,0.736401326,0.132008529,1.528266245
Spain,ESP,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,8.381,8.073,7.628,7.255,6.932,6.184,5.941,5.979,6.281,..
Spain,ESP,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,2.621495341,2.535231182,2.734089484,2.824249385,2.787029932,2.75621979,2.468942516,2.811503025,2.730775839,2.338349511
Spain,ESP,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,29.09172662,29.54946043,28.33633094,28.07643885,27.06294964,26.44694245,26.27203237,26.0971223,..,..
Spain,ESP,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,..,99.9,..,..,99.9,99.9,99.9,..,..
Spain,ESP,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.229400787,5.206009215,5.538855216,5.340585339,5.681590779,5.521059835,5.131798801,4.279594571,..,..
Spain,ESP,"Contraceptive prevalence, any method (% of married women ages 15-49)",SP.DYN.CONU.ZS,..,..,..,..,..,62.1,..,..,..,..
Spain,ESP,Domestic credit provided by financial sector (% of GDP),FS.AST.DOMS.GD.ZS,..,..,..,..,..,..,..,..,..,..
Spain,ESP,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,5409.411338,5355.987006,..,..,..,..,..,..,..,..
Spain,ESP,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,2512.105919,2464.641291,2571.340962,..,..,..,..,..,..,..
Spain,ESP,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,32.95195248,33.46797623,33.61086067,33.8624576,35.13056434,35.14506267,34.90690181,30.77926024,34.17642294,40.87406425
Spain,ESP,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..
Spain,ESP,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.27,1.32,1.33,1.34,1.31,1.26,1.23,1.19,1.19,..
Spain,ESP,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,47373243839,32943256863,23037070821,44253339408,31565354024,58626179995,25880652698,36630335496,43909506911,42294129936
Spain,ESP,Forest area (sq. km),AG.LND.FRST.K2,185488.44,185500.12,185511.8,185552.4,185593,185635.9,185678.8,185721.7,185764.6,..
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,1.35558E+12,1.37182E+12,1.19616E+12,1.23355E+12,1.31325E+12,1.4217E+12,1.39432E+12,1.27813E+12,1.44565E+12,1.4178E+12
Spain,ESP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-1.403341868,1.395775367,3.838518877,3.037774142,2.975760729,2.284469419,1.983966223,-11.16729786,6.403173615,5.770647676
Spain,ESP,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,29230,29160,28460,27570,27120,29330,30360,27180,30090,32090
Spain,ESP,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,32230,33420,34910,37400,39570,40780,43190,38120,41500,46550
Spain,ESP,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,1.36293E+12,1.35526E+12,1.3219E+12,1.2815E+12,1.26357E+12,1.37243E+12,1.43119E+12,1.28727E+12,1.42662E+12,1.53303E+12
Spain,ESP,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1.50246E+12,1.55328E+12,1.62147E+12,1.73841E+12,1.84346E+12,1.9082E+12,2.03552E+12,1.80558E+12,1.96787E+12,2.22416E+12
Spain,ESP,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,17.21014581,17.89420574,18.98743335,18.74356167,19.40073566,20.46776242,20.82940925,20.46952217,21.58988456,21.48135329
Spain,ESP,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,6.969529671,6.910962238,6.887358494,7.801115307,6.998608473,6.766472725,6.84573906,7.767937313,9.392583356,12.41475583
Spain,ESP,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,95,96,96,97,98,98,98,96,95,96
Spain,ESP,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,29.02436324,30.37028572,30.57234448,29.87742503,31.52649653,32.42987759,31.9669887,29.34022037,33.21486718,39.66244224
Spain,ESP,Income share held by lowest 20%,SI.DST.FRST.20,5.7,5.7,5.8,5.7,6.2,6.2,6.2,6,..,..
Spain,ESP,"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,20.26498099,20.0635672,20.07361153,19.99255218,20.04564332,19.86594776,20.0416214,20.136728,20.32406385,20.79462142
Spain,ESP,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,0.397676429,-0.223722668,0.545318262,0.322098012,1.299211833,1.245552418,1.44735843,1.137643402,2.656324202,4.142323199
Spain,ESP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,83.07804878,83.22926829,82.83170732,83.32926829,83.28292683,83.43170732,83.83170732,82.33170732,83.17804878,..
Spain,ESP,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,48.57191943,49.81650158,49.66948438,48.71302991,51.13378167,51.86147512,50.68907941,49.64358571,55.31546953,64.30509946
Spain,ESP,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1.272360404,1.253912424,1.27023204,1.137135909,1.23002911,1.254333772,1.232704918,1.367893602,1.369425327,1.466033844
Spain,ESP,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,107.6286827,109.3441127,109.9855567,110.8625606,112.7141001,115.7483421,117.4481914,117.4899328,119.623109,124.0994495
Spain,ESP,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,3.5,3.4,3.3,3.3,3.2,3.2,3.2,3.1,3,..
Spain,ESP,Net barter terms of trade index (2015 = 100),TT.PRI.MRCH.XD.WD,96.84684935,96.54807241,100,101.1469482,99.64168948,97.66468199,98.18705285,101.548333,98.39111597,..
Spain,ESP,Net migration,SM.POP.NETM,-254292,-94869,-871,89021,167475,339064,458942,208791,275022,..
Spain,ESP,Net official development assistance and official aid received (current US$),DT.ODA.ALLD.CD,..,..,..,..,..,..,..,..,..,..
Spain,ESP,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,3035756690,3130366133,2673407399,2632183875,3004745214,3331709084,3206846642,2996361168,3955329827,4268411281
Spain,ESP,Population density (people per sq. km of land area),EN.POP.DNST,93.2009456,92.92273645,92.95268592,93.04926296,93.27091015,93.66979208,94.3508089,94.81538375,94.8822088,..
Spain,ESP,Population growth (annual %),SP.POP.GROW,-0.32766904,-0.298951059,-0.077588862,0.08443015,0.234587923,0.437982994,0.717715637,0.488502132,0.105799194,0.761701877
Spain,ESP,"Population, total",SP.POP.TOTL,46620045,46480882,46444832,46484062,46593236,46797754,47134837,47365655,47415794,47778340
Spain,ESP,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,1.1,0.8,0.9,1.1,0.7,0.8,0.8,0.9,..,..
Spain,ESP,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,22.2,22.1,22.3,21.6,21.5,20.7,21,21.7,20.4,..
Spain,ESP,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,..
Spain,ESP,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,..,..,..,..,..,..,..,..,..,..
Spain,ESP,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,96.59059906,96.51920319,96.10134888,94.70131683,96.67601776,95.67240143,96.63710785,96.00534058,99.16503143,..
Spain,ESP,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,28.06823314,28.48564024,27.77017175,27.33691068,27.21747763,27.94812349,28.03391053,29.56836847,30.45774734,..
Spain,ESP,"School enrollment, primary (% gross)",SE.PRM.ENRR,103.1075821,102.5384674,102.1442337,102.1300964,102.5051193,102.6387177,103.185318,103.4104233,102.8991394,..
Spain,ESP,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.006940007,1.007079959,1.004529953,1.010229945,1.01564002,1.016860008,1.021800041,1.020699978,..,..
Spain,ESP,"School enrollment, secondary (% gross)",SE.SEC.ENRR,126.7162704,125.3358002,124.85466,123.2698898,120.5559235,119.4301987,118.5247192,117.3677673,119.1149216,..
Spain,ESP,Statistical Capacity Score (Overall Average) (scale 0 - 100),IQ.SCI.OVRL,..,..,..,..,..,..,..,..,..,..
Spain,ESP,Surface area (sq. km),AG.SRF.TOTL.K2,505940,505940,505924,505935,505935.23,505957.289,505952.796,505969.891,505964.594,..
Spain,ESP,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,13.61174985,14.13527689,14.19962304,13.78878699,13.71493309,14.22575235,13.74863209,13.56931573,15.03260274,..
Spain,ESP,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,..,..,..,15.19563264,14.97400981,14.97400981,17.85412412,17.90734838,17.9080097,17.92391153
Spain,ESP,Time required to start a business (days),IC.REG.DURS,24,14,14,13,13,12.5,12.5,..,..,..
Spain,ESP,"Total debt service (% of exports of goods, services and primary income)",DT.TDS.DECT.EX.ZS,..,..,..,..,..,..,..,..,..,..
Spain,ESP,Urban population growth (annual %),SP.URB.GROW,-0.035329486,-0.004941594,0.219325483,0.382971719,0.534737453,0.738481167,1.021035078,0.792144592,0.409754083,1.067197188
Switzerland,CHE,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,3.207,3.061,2.852,2.874,2.557,2.403,2.185,2.194,2.212,..
Switzerland,CHE,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,0.662533714,0.708877667,0.626446261,0.658010472,0.63133351,0.643750702,0.647745527,0.705477633,0.625932433,0.614574943
Switzerland,CHE,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,4.257425743,4.217821782,4.222566832,4.217821782,4.217821782,4.217821782,4.217821782,4.217821782,..,..
Switzerland,CHE,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,..,..,..,..,..,..,..,..,..
